Movie_Title,Movie_ID,Budget,Cast,Crew,Studios,Genre,Keywords,Languages,Countries,Release_Data,Runtime,Gross_worldwide,Rating,Rating_Count,ListOfCertificate,Release_Year,Release_Month,Release_Day,GenreRank,SpecialMonth,CastsRank,NumLeadActors,HasTop50Actors,NumStudios,StudioRank,NumTopStudios,HasTopStudio,CountryRank,LanguageRank,keywordRank,cerRank
Logan Lucky,5439796,29000000,"['Channing Tatum', 'Adam Driver', 'Daniel Craig', 'Farrah Mackenzie', ""Jim O'Heir"", 'Riley Keough', 'Rebecca Koon', 'Katie Holmes', 'Boden Johnston', 'Sutton Johnston', 'David Denman', 'Charles Halford', 'Seth MacFarlane', 'Alex Ross', 'Tom Archdeacon', 'Eric Perez', 'William Mark McCullough', 'Jack Quaid']","['Steven Soderbergh', 'Jules Asner']","['Fingerprint Releasing', 'Trans-Radial Pictures', 'FilmNation Entertainment']","['Action', 'Comedy', 'Crime', 'Drama']","['prison escape', 'prison', 'heist', 'bartender', 'singing']",['English'],"['United States', 'China']",2017-09-15,118,48453605,7.0,143000,['PG-13'],2017,9,15,8.75,0,10043,0,0,3,217,0,0,10,1,136,4
The Majestic,268995,72000000,"['Jim Carrey', 'Martin Landau', 'Bob Balaban', 'Jeffrey DeMunn', 'Hal Holbrook', 'Laurie Holden', 'Brent Briscoe', 'Ron Rifkin', 'Gerry Black', 'David Ogden Stiers', 'James Whitmore', 'Susan Willis', 'Catherine Dent', 'Brian Howe', 'Karl Bury', 'Chelcie Ross', 'Amanda Detmer', 'Allen Garfield']","['Michael Sloane', 'Frank Darabont']","['Castle Rock Entertainment', 'Village Roadshow Pictures', 'NPV Entertainment']","['Drama', 'Romance']","['mccarthyism', 'hollywood blacklist', 'hollywood', 'film industry', 'movie palace']",['English'],['United States'],2001-12-21,152,37317673,6.9,54000,['PG'],2001,12,21,4.5,1,15984,0,0,3,789,1,0,4,1,0,2
Crank,479884,12000000,"['Jason Statham', 'Amy Smart', 'Carlos Sanz', 'Jose Pablo Cantillo', 'Efren Ramirez', 'Dwight Yoakam', 'Reno Wilson', 'Edi Gathegi', 'Glenn Howerton', 'Jay Xcala', 'Keone Young', 'Valarie Rae Miller', 'Yousuf Azami', 'Laurent Schwaar', 'David Brown', 'Dorian Kingi', 'Med Abrous', 'Daniel Stevens']","['Mark Neveldine', 'Brian Taylor']","['Lakeshore Entertainment', 'Lions Gate Films', 'RadicalMedia']","['Action', 'Crime', 'Thriller']","['outdoor sex', 'heart', 'poison', 'public nudity', 'cult film']","['English', 'Spanish', 'Korean']",['United States'],2006-09-01,88,42931041,6.9,243000,['R'],2006,9,1,11.333333333333334,0,9425,0,0,3,426,0,0,4,4,44,1
The Rescuers Down Under,100477,30000000,"['Bob Newhart', 'Eva Gabor', 'John Candy', 'Tristan Rogers', 'Adam Ryen', 'George C. Scott', 'Wayne Robson', 'Douglas Seale', 'Frank Welker', 'Bernard Fox', 'Peter Firth', 'Billy Barty', 'Ed Gilbert', 'Carla Meyer', 'Russi Taylor', 'Jack Angel', 'Jeff Bennett', 'Rodger Bumpass']","['Mike Gabriel', 'Byron Simpson', 'Karey Kirkpatrick', 'Jim Cox', 'Hendel Butoy']","['Silver Screen Partners IV', 'Walt Disney Animation Studios', 'Walt Disney Pictures']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['poacher', 'australia', 'platypus', 'feather', 'egg']",['English'],['United States'],1990-11-16,77,27931461,6.9,41000,['G'],1990,11,16,16.8,1,11607,0,0,3,997,2,1,4,1,0,3
Beastly,1152398,17000000,"['Alex Pettyfer', 'Vanessa Hudgens', 'Mary-Kate Olsen', 'Justin Bradley', 'Dakota Johnson', 'Erik Knudsen', 'Karl Graboshas', 'Peter Krause', 'LisaGay Hamilton', 'Jonathan Dubsky', 'David Francis', 'Neil Patrick Harris', 'Rhiannon Moller-Trotter', 'Steve Godin', 'Gio Perez', 'Roc Lafortune', 'Miguel Mendoza', 'Julie Dretzin']","['Daniel Barnz', 'Alex Flinn']","['CBS Films', ""Mel's Cite du Cinema"", 'Storefront Films']","['Drama', 'Fantasy', 'Romance']","['the beast character', 'maurice character', 'belle character', 'written by director', 'reference to beauty and the beast']",['English'],['United States'],2011-03-04,86,43202283,5.6,77000,['PG-13'],2011,3,4,8.666666666666666,0,9516,0,0,3,527,0,0,4,1,0,4
Loaded Weapon 1,107659,13000000,"['Emilio Estevez', 'Samuel L. Jackson', 'Jon Lovitz', 'Tim Curry', 'Kathy Ireland', 'Frank McRae', 'William Shatner', 'Dhiru Shah', 'Gokul', 'Thomas Bruggemann', 'Danny Castle', 'Lance Kinsey', 'Bill Nunn', 'Joyce Brothers', 'Lin Shaye', 'Robert Willis', 'Vito Scotti', 'Ken Ober']","['Gene Quintano', 'Don Holley', 'Tori Tellem']","['New Line Cinema', '3 Arts Entertainment', 'National Lampoon']","['Action', 'Comedy', 'Crime']","['scotty character', 'ariel character', 'time bomb', 'pantyhosed leg', 'stockings']",['English'],['United States'],1993-02-05,84,27979399,6.2,48000,['PG-13'],1993,2,5,10.666666666666666,0,11358,0,0,3,517,0,0,4,1,108,4
Grosse Pointe Blank,119229,15000000,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd', 'Joan Cusack', 'Alan Arkin', 'Hank Azaria', 'K. Todd Freeman', 'Jeremy Piven', 'Mitchell Ryan', 'Michael Cudlitz', 'Benny Urquidez', 'Duffy Taylor', 'Audrey Kissel', 'Carlos Jacott', 'Brian Powell', 'Ann Cusack', 'D.V. DeVincentis', 'Barbara Harris']","['George Armitage', 'D.V. DeVincentis', 'Tom Jankiewicz', 'Steve Pink']","['Hollywood Pictures', 'Caravan Pictures', 'New Crime Productions']","['Action', 'Comedy', 'Crime', 'Romance', 'Thriller']","['long range rifle', 'range', 'time bomb', 'man wears eyeglasses', 'disney']",['English'],['United States'],1997-04-11,107,28084357,7.3,92000,['R'],1997,4,11,10.4,0,12776,0,0,3,397,0,0,4,1,108,1
Cannonball Run II,87032,20000000,"['Burt Reynolds', 'Dom DeLuise', 'Dean Martin', 'Sammy Davis Jr.', 'Jamie Farr', 'Marilu Henner', 'Telly Savalas', 'Shirley MacLaine', 'Susan Anton', 'Catherine Bach', 'Foster Brooks', 'Sid Caesar', 'Jackie Chan', 'Tim Conway', 'Tony Danza', 'Jack Elam', 'Michael V. Gazzo', 'Richard Kiel']","['Albert S. Ruddy', 'Brock Yates', 'Hal Needham', 'Ralph Bakshi']","['Golden Harvest Company', 'Warner Bros.', 'Arcafin B.V.']","['Action', 'Comedy']","['chase', 'automobile racing', 'automobile', 'sequel', 'carsploitation']",['English'],"['Hong Kong', 'United States']",1984-06-29,108,28078073,5.1,16000,['PG'],1984,6,29,13.0,1,6739,0,0,3,692,1,0,4,1,163,2
Out to Sea,119848,33000000,"['Jack Lemmon', 'Walter Matthau', 'Dyan Cannon', 'Gloria DeHaven', 'Brent Spiner', 'Elaine Stritch', 'Hal Linden', ""Donald O'Connor"", 'Edward Mulhare', 'Rue McClanahan', 'Alexandra Powers', ""Sean O'Bryan"", 'Esther Scott', 'Allan Rich', 'Estelle Harris', 'León Singer', 'Concetta Tomei', 'Goh Misawa']","['Martha Coolidge', 'Robert Nelson Jacobs']","['Twentieth Century Fox', 'Davis Entertainment']","['Comedy', 'Romance']","['hare krishna', 'f rated', 'broad as slang for woman', 'cruise', 'brother in law']","['English', 'Italian', 'Japanese', 'Spanish']",['United States'],1997-07-02,106,30716901,6.1,8600,['PG-13'],1997,7,2,8.5,1,10372,0,0,2,581,1,0,4,9,31,4
Abduction,1600195,35000000,"['Taylor Lautner', 'Lily Collins', 'Alfred Molina', 'Jake Andolina', 'Oriah Acima Andrews', 'Ken Arnold', 'Maria Bello', 'Steve Blass', 'Derek Burnell', 'Ben Cain', 'Holly Scott Cavanaugh', 'Radick Cembrzynski', 'Richard Cetrone', 'Mike Clark', 'Jack Erdie', 'Rita Gregory', 'Tim Griffin', 'Nathan Hollabaugh']","['John Singleton', 'Shawn Christensen']","['Lionsgate', 'Gotham Group', 'Vertigo Entertainment']","['Action', 'Mystery', 'Thriller']","['teenager', 'on the run', 'assassin', 'tape over mouth', 'bad actor']",['English'],['United States'],2011-09-23,106,82087155,5.1,79000,['PG-13'],2011,9,23,13.333333333333334,0,13289,1,0,3,726,1,0,4,1,139,4
Johnny English,274166,40000000,"['Rowan Atkinson', 'John Malkovich', 'Natalie Imbruglia', 'Tasha de Vasconcelos', 'Ben Miller', 'Greg Wise', 'Douglas McFerran', 'Steve Nicolson', 'Terence Harvey', 'Kevin McNally', 'Tim Pigott-Smith', 'Nina Young', 'Rowland Davies', 'Philippa Fordham', 'Tim Berrington', 'Simon Bernstein', 'Martin Lawton', 'Neville Phillips']","['Neal Purvis', 'Peter Howitt', 'Robert Wade', 'William Davies']","['Universal Pictures', 'StudioCanal', 'Working Title Films']","['Action', 'Adventure', 'Comedy']","['queen elizabeth ii character', 'slapstick comedy', 'looking at oneself in a mirror', 'character name as title', 'tied feet']","['English', 'French', 'Japanese']","['United Kingdom', 'France']",2003-04-25,89,160466000,6.2,155000,['PG'],2003,4,25,15.0,0,10649,0,0,3,771,1,0,7,9,96,2
The Ant Bully,429589,50000000,"['Paul Giamatti', 'Nicolas Cage', 'Julia Roberts', 'Meryl Streep', 'Zach Tyler Eisen', 'Regina King', 'Bruce Campbell', 'Lily Tomlin', 'Cheri Oteri', 'Larry Miller', 'Allison Mack', 'Ricardo Montalban', 'Creagen Dow', 'Myles Jeffrey', 'Jake T. Austin', 'Rob Paulsen', 'S. Scott Bullock', 'Mark DeCarlo']","['John Nickle', 'John A. Davis']","['Warner Bros.', 'Legendary Entertainment', 'Playtone']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['shrinking', 'ant', 'sudden change in size', 'punishment', 'miniaturization']",['English'],['United States'],2006-07-28,88,55181129,5.8,39000,['PG'],2006,7,28,16.8,1,19853,0,0,3,798,2,1,4,1,0,2
The Prince &amp; Me,337697,22000000,"['Julia Stiles', 'Luke Mably', 'Miranda Richardson', 'Ben Miller', 'James Fox', 'Alberta Watson', 'John Bourgeois', 'Zachary Knighton', ""Stephen O'Reilly"", 'Elisabeth Waterston', 'Eliza Bennett', 'Devin Ratray', 'Clare Preuss', 'Yaani King Mondschein', 'Eddie Irvine', 'Angelo Tsarouchas', 'Jacques Tourangeau', 'Joanne Baron']","['Martha Coolidge', 'Jack Amiel', 'Mark Amin', 'Katherine Fugate']","['Lions Gate Films', 'Sobini Films', 'Epsilon Motion Pictures']","['Comedy', 'Family', 'Romance']","['love', 'prince', 'king', 'denmark', 'wisconsin']","['English', 'Danish', 'German']","['United States', 'Czech Republic']",2004-04-02,111,37666766,5.9,39000,['PG'],2004,4,2,11.666666666666666,0,7443,0,0,3,245,0,0,4,6,164,2
Happy Death Day 2U,8155288,9000000,"['Jessica Rothe', 'Israel Broussard', 'Phi Vu', 'Suraj Sharma', 'Sarah Yarkin', 'Rachel Matthews', 'Ruby Modine', 'Steve Zissis', 'Charles Aitken', 'Laura Clifton', 'Missy Yager', 'Jason Bayle', 'Caleb Spillyards', 'Jimmy Gonzales', 'Peter Jaymes Jr.', 'Rob Mello', 'Kenneth Israel', 'James W. Evermore']","['Scott Lobdell', 'Christopher Landon']","['Blumhouse Productions', 'Dentsu', 'Digital Riot Media']","['Comedy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']","['time loop', 'sequel', 'time travel', 'university', 'suicide']","['English', 'French']","['United States', 'Japan']",2019-02-15,100,64600152,6.2,68000,['PG-13'],2019,2,15,12.0,0,0,0,0,3,756,1,0,9,3,163,4
Ernest Saves Christmas,95107,6500000,"['Jim Varney', 'Douglas Seale', 'Oliver Clark', 'Noelle Parker', 'Gailard Sartain', 'Billie Bird', 'Bill Byrge', 'Robert Lesser', 'Key Howard', 'Jack Swanson', 'Buddy Douglas', 'Patty Maloney', 'Beecher Martin', 'Barry Brazell', 'George Kaplan', 'Bill Welter', 'Joe Candelora', 'Danny Dillon']","['John R. Cherry III', 'B. Kline', 'Ed Turner']","['Touchstone Pictures', 'Silver Screen Partners III', 'Emshell Producers']","['Comedy', 'Family', 'Fantasy']","['sequel', 'john wayne impersonation', 'taxi driver', 'ernest p. worrell character', 'santa claus character']",['English'],['United States'],1988-11-11,95,28202109,5.7,11000,['PG'],1988,11,11,15.0,1,4212,0,0,3,535,0,0,4,1,163,2
Doom,419706,60000000,"['Karl Urban', 'Rosamund Pike', 'Dwayne Johnson', 'Deobia Oparei', 'Ben Daniels', 'Razaaq Adoti', 'Richard Brake', 'Al Weaver', 'Dexter Fletcher', 'Brian Steele', 'Yao Chin', 'Robert Russell', 'Daniel York', 'Ian Hughes', 'Sara Houghton', 'Blanka Jarosova', 'Vladislav Dyntera', 'Petr Hnetkovský']","['Wesley Strick', 'Dave Callaham', 'Andrzej Bartkowiak']","['John Wells Productions', 'Di Bonaventura Pictures', 'Doom Productions']","['Action', 'Horror', 'Sci-Fi']","['survival', 'brother sister relationship', 'based on video game', 'monster', 'hell']","['English', 'Japanese']","['United Kingdom', 'Czech Republic', 'Germany', 'United States']",2005-10-21,105,58072119,5.2,112000,['R'],2005,10,21,13.333333333333334,0,13504,0,0,3,431,1,0,7,9,159,1
After the Sunset,367479,60000000,"['Pierce Brosnan', 'Salma Hayek', 'Woody Harrelson', 'Don Cheadle', 'Naomie Harris', 'Chris Penn', 'Troy Garity', 'Obba Babatundé', 'Russell Hornsby', 'Mykelti Williamson', 'Rex Linn', 'Robert Curtis Brown', 'Mark Moses', 'Michael Bowen', 'Tony Ledard', 'Karl Malone', ""Shaquille O'Neal"", 'Gary Payton']","['Craig Rosenberg', 'Paul Zbyszewski', 'Brett Ratner']","['New Line Cinema', 'Firm Films', 'Contrafilm']","['Action', 'Comedy', 'Crime', 'Drama']","['diamond', 'one last job', 'fbi agent', 'thief', 'cat and mouse']",['English'],['United States'],2004-11-12,97,62657868,6.3,46000,['PG-13'],2004,11,12,8.75,1,20090,2,0,3,571,0,0,4,1,0,4
28 Weeks Later,463854,15000000,"['Jeremy Renner', 'Rose Byrne', 'Robert Carlyle', 'Harold Perrineau', 'Catherine McCormack', 'Idris Elba', 'Imogen Poots', 'Mackintosh Muggleton', 'Amanda Walker', 'Shahid Ahmed', 'Garfield Morgan', 'Emily Beecham', 'Jordan El-Balawi', 'Meghan Popiel', 'Stewart Alexander', 'Philip Bulcock', 'Chris Ryman', 'Tristan Tait']","['Enrique López Lavigne', 'Juan Carlos Fresnadillo', 'Rowan Joffe']","['Fox Atomic', 'DNA Films', 'UK Film Council']","['Horror', 'Sci-Fi']","['infection', 'zombie film', 'zombie outbreak', 'zombie apocalypse', 'tied up while barefoot']",['English'],"['United Kingdom', 'Spain']",2007-05-11,100,65048678,6.9,269000,['R'],2007,5,11,12.0,1,12329,2,1,3,322,0,0,7,1,0,1
Defiance,1034303,32000000,"['Daniel Craig', 'Liev Schreiber', 'Jamie Bell', 'Alexa Davalos', 'Allan Corduner', 'Mark Feuerstein', 'Tomas Arana', 'Jodhi May', 'Kate Fahy', 'Iddo Goldberg', 'Iben Hjejle', 'Martin Hancock', 'Ravil Isyanov', 'Jacek Koman', 'George MacKay', ""Jonjo O'Neill"", 'Sam Spruell', 'Mia Wasikowska']","['Clayton Frohman', 'Edward Zwick', 'Nechama Tec']","['Paramount Vantage', 'Grosvenor Park Productions', 'The Bedford Falls Company']","['Action', 'Drama', 'History', 'Thriller', 'War']","['firearm', 'nazi soldier', 'nazi officer', 'british actor playing foreigner', 'nazi uniform']","['English', 'German', 'Russian']",['United States'],2009-01-16,137,51262751,7.2,144000,['R'],2009,1,16,8.2,0,15930,0,0,3,652,1,0,4,7,0,1
Fathers&apos; Day,119109,85000000,"['Robin Williams', 'Billy Crystal', 'Julia Louis-Dreyfus', 'Nastassja Kinski', 'Charlie Hofheimer', 'Bruce Greenwood', 'Dennis Burkley', 'Haylie Johnson', 'Charles Rocket', ""Patti D'Arbanville"", 'Jared Harris', 'Louis Lombardi', 'Mark McGrath', 'Craig Bullock', 'Charles Stan Frazier', 'Matthew Murphy Karges', 'Rodney Sheppard', 'Alan Berger']","['Francis Veber', 'Ivan Reitman', 'Lowell Ganz', 'Babaloo Mandel']","['Northern Lights Entertainment', 'Silver Pictures', 'Warner Bros.']","['Comedy', 'Romance']","['foreign language adaptation', 'road movie', 'odd couple', 'remake of french film', 'remake']",['English'],['United States'],1997-05-09,98,28598376,5.3,15000,['PG-13'],1997,5,9,8.5,1,12584,0,0,3,874,1,0,4,1,158,4
Ready or Not,7798634,6000000,"['Samara Weaving', 'Adam Brody', ""Mark O'Brien"", 'Henry Czerny', 'Andie MacDowell', 'Melanie Scrofano', 'Kristian Bruun', 'Elyse Levesque', 'Nicky Guadagni', 'John Ralston', 'Liam MacDonald', 'Ethan Tavares', 'Hanneke Talbot', 'Celine Tsai', 'Daniela Barbosa', 'Chase Churchill', 'Etienne Kellici', 'Andrew Anthony']","['Tyler Gillett', 'Matt Bettinelli-Olpin', 'Guy Busick', 'R. Christopher Murphy']","['Fox Searchlight Pictures', 'Mythology Entertainment', 'Vinson Films']","['Action', 'Comedy', 'Horror', 'Mystery', 'Thriller']","['hide and seek', 'evil rich family', 'dark family secret', 'shot in the hand', 'dysfunctional family']","['English', 'Latin']","['United States', 'Canada']",2019-08-21,95,57615777,6.9,133000,['R'],2019,8,21,12.2,0,4858,0,0,3,418,0,0,5,2,71,1
Untraceable,880578,35000000,"['Diane Lane', 'Colin Hanks', 'Joseph Cross', 'Billy Burke', 'Mary Beth Hurt', 'Peter Gray Lewis', 'Tyrone Giordano', 'Perla Haney-Jardine', 'Tim DeZarn', 'Christopher Cousins', 'Jesse Tyler Ferguson', 'Trina Adams', 'Brynn Baron', 'John Breen', 'Dan Callahan', 'Erin Carufel', 'Ryan Deal', 'Marilyn Deutsch']","['Gregory Hoblit', 'Mark Brinker', 'Robert Fyvolent', 'Allison Burnett']","['Screen Gems', 'Lakeshore Entertainment', 'Cohen / Pearl Productions']","['Crime', 'Mystery', 'Thriller']","['murder', 'fbi agent', 'website', 'serial killer', 'torture']",['English'],['United States'],2008-01-25,101,52933513,6.2,49000,['R'],2008,1,25,10.0,0,9624,0,0,3,453,0,0,4,1,65,1
Taxi Driver,75314,1300000,"['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd', 'Albert Brooks', 'Diahnne Abbott', 'Frank Adu', 'Victor Argo', 'Gino Ardito', 'Garth Avery', 'Peter Boyle', 'Harry Cohn', 'Copper Cunningham', 'Brenda Dickson', 'Harry Fischler', 'Nat Grant', 'Leonard Harris', 'Richard Higgs', 'Beau Kayser']","['Martin Scorsese', 'Paul Schrader']","['Columbia Pictures', 'Columbia Pictures', 'Bill/Phillips']","['Crime', 'Drama']","['taxi driver', 'child prostitution', 'loner', 'street life', 'neo noir']","['English', 'Spanish']",['United States'],1976-02-09,114,28570902,8.2,773000,['R'],1976,2,9,4.0,0,7310,0,0,3,635,2,0,4,4,24,1
Drop Zone,109676,45000000,"['Wesley Snipes', 'Gary Busey', 'Yancy Butler', 'Michael Jeter', 'Corin Nemec', 'Kyle Secor', 'Luca Bercovici', 'Malcolm-Jamal Warner', 'Rex Linn', 'Grace Zabriskie', 'Robert LaSardo', 'Sam Hennings', 'Claire Stansfield', 'Mickey Jones', 'Andy Romano', 'Rick Zieff', 'Clark Johnson', 'Charles Boswell']","['Tony Griffin', 'Guy Manos', 'Peter Barsocchini', 'John Badham']","['Paramount Pictures', 'Nicita/Lloyd Productions']","['Action', 'Adventure', 'Thriller']","['terrorist', 'parachute', 'skydiving', 'death of brother', 'detective']",['English'],['United States'],1994-12-09,101,28735315,5.6,20000,['R'],1994,12,9,15.666666666666666,1,8465,0,0,2,499,1,0,4,1,66,1
Baby Boy,255819,16000000,"['Alexsandra Wright', 'Tyrese Gibson', 'Taraji P. Henson', 'Omar Gooding', 'Tamara Bass', 'Candy Ann Brown', 'A.J. Johnson', 'Ving Rhames', 'Snoop Dogg', 'Angell Conwell', 'Kareem J. Grimes', 'Tracey Cherelle Jones', 'Kaylan Bolton', 'Kylan Bolton', 'Freez Luv', ""Mo'Nique"", 'Juanita Jennings', 'Liris Crosse']",['John Singleton'],"['Columbia Pictures', 'New Deal Productions']","['Crime', 'Drama', 'Romance', 'Thriller']","['bullet', 'gunshot', 'gun', 'drive by shooting', 'female nudity']",['English'],['United States'],2001-06-27,130,29381649,6.4,14000,['R'],2001,6,27,7.0,1,9497,1,1,2,369,1,0,4,1,52,1
The Last Starfighter,87597,15000000,"['Lance Guest', 'Robert Preston', 'Kay E. Kuter', 'Dan Mason', ""Dan O'Herlihy"", 'Catherine Mary Stewart', 'Barbara Bosson', 'Norman Snow', 'Chris Hebert', ""John O'Leary"", 'George McDaniel', 'Charlene Nelson', 'John Maio', 'Robert Starr', 'Al Berry', 'Scott Dunlop', 'Vernon Washington', 'Peter Nelson']","['Jonathan R. Betuel', 'Nick Castle']","['Lorimar Film Entertainment', 'Universal Pictures']","['Action', 'Adventure', 'Sci-Fi']","['male alien', 'alien villain', 'male humanoid alien', 'villain', 'weapons fire']",['English'],['United States'],1984-07-13,101,28733290,6.8,41000,['PG'],1984,7,13,16.333333333333332,1,38,0,0,2,363,1,0,4,1,156,2
Molly&apos;s Game,4209788,30000000,"['Jessica Chastain', 'Idris Elba', 'Kevin Costner', 'Michael Cera', 'Jeremy Strong', ""Chris O'Dowd"", 'J.C. MacKenzie', ""Brian d'Arcy James"", 'Bill Camp', 'Graham Greene', 'Justin Kirk', 'Angela Gots', 'Natalie Krill', 'Stephanie Herfield', 'Madison McKinley', 'Joe Keery', 'Michael Kostroff', 'Claire Rankin']","['Molly Bloom', 'Aaron Sorkin']","['STX Entertainment', 'Huayi Brothers Pictures', 'The Mark Gordon Company']","['Biography', 'Crime', 'Drama']","['poker', 'lawyer', 'trial', 'court', 'female protagonist']",['English'],"['China', 'Canada', 'United States']",2018-01-05,140,59284015,7.4,159000,['R'],2018,1,5,4.0,0,16624,1,0,3,478,0,0,10,1,112,1
Capote,379725,7000000,"['Philip Seymour Hoffman', 'Clifton Collins Jr.', 'Catherine Keener', 'Allie Mickelson', 'Kelci Stephenson', 'Craig Archibald', 'Bronwen Coleman', 'Kate Shindle', 'David Wilson Barnes', 'Michael J. Burg', 'Kwesi Ameyaw', 'Andrew Farago', 'Ken Krotowich', 'Chris Cooper', 'R.D. Reid', 'Rob McLaughlin', 'Harry Nelken', 'Jon Ted Wynne']","['Gerald Clarke', 'Bennett Miller', 'Dan Futterman']","['United Artists', 'Sony Pictures Classics', 'A-Line Pictures']","['Biography', 'Crime', 'Drama', 'History']","['gay lead character', 'kansas', 'prison', 'reading', 'death penalty']",['English'],"['United States', 'Canada']",2006-02-03,114,49327405,7.3,130000,['R'],2006,2,3,3.5,0,6720,0,0,3,216,0,0,5,1,69,1
Kick-Ass 2,1650554,28000000,"['Aaron Taylor-Johnson', 'Chloë Grace Moretz', 'Christopher Mintz-Plasse', 'Jim Carrey', 'Morris Chestnut', 'Claudia Lee', 'Amy Anzel', 'Clark Duke', 'Augustus Prew', 'Mary Kitchen', 'Donald Faison', 'Matt Steinberg', 'Steven Mackintosh', 'Monica Dolan', 'Garrett M. Brown', 'Lyndsy Fonseca', 'Yancy Butler', 'John Leguizamo']","['John Romita Jr.', 'Jeff Wadlow', 'Mark Millar']","['Universal Pictures', 'Marv Films', 'Dentsu']","['Action', 'Comedy', 'Crime', 'Thriller']","['superhero', 'high school', 'vigilante', 'kicked in the crotch', 'punched in the crotch']",['English'],"['United Kingdom', 'United States', 'Japan']",2013-08-14,103,60795985,6.5,264000,['R'],2013,8,14,11.25,0,16522,0,0,3,988,3,0,9,1,167,1
Draft Day,2223990,25000000,"['Kevin Costner', 'Chadwick Boseman', 'Jennifer Garner', 'Frank Langella', 'Chris Berman', 'Dave Donaldson', 'Patrick St. Esprit', 'Chi McBride', 'Mel Kiper', 'Jon Gruden', 'Deion Sanders', 'Mike Mayock', 'Anthony Rizzo', 'Aaron Goldhammer', 'Jordan Harris', 'Zachary Littlejohn', 'Enré Laney', 'Terry Crews']","['Rajiv Joseph', 'Ivan Reitman', 'Scott Rothman']","['Summit Entertainment', 'MWM Studios', 'The Montecito Picture Company']","['Drama', 'Sport']","['national football league', 'smartphone', 'chevrolet', 'chevrolet camaro', 'gatorade']",['English'],['United States'],2014-06-27,110,29824199,6.8,58000,['PG-13'],2014,6,27,5.5,1,11232,1,1,3,543,1,0,4,1,0,4
"Girl, Interrupted",172493,40000000,"['Winona Ryder', 'Angelina Jolie', 'Clea DuVall', 'Brittany Murphy', 'Elisabeth Moss', 'Jared Leto', 'Jeffrey Tambor', 'Vanessa Redgrave', 'Whoopi Goldberg', 'Angela Bettis', 'Jillian Armenante', 'Drucie McDaniel', 'Alison Claire', 'Christina Myers', 'Joanna Kerns', 'Travis Fine', 'Gloria Barnhart', 'Josie Gammell']","['Lisa Loomer', 'Susanna Kaysen', 'James Mangold']","['Columbia Pictures', 'Red Wagon Entertainment', '3 Arts Entertainment']","['Biography', 'Drama']","['mental hospital', 'based on true story', 'mental institution', 'female protagonist', 'borderline personality disorder']",['English'],"['Germany', 'United States']",2000-01-14,127,48350205,7.3,175000,['R'],2000,1,14,3.0,0,15338,0,0,3,801,1,0,4,1,112,1
One Direction: This Is Us,2515086,10000000,"['Liam Payne', 'Harry Styles', 'Zayn Malik', 'Niall Horan', 'Louis Tomlinson', 'Jon Shone', 'Dan Richards', 'Sandy Beales', 'Josh Devine', 'Simon Cowell', 'One Direction', 'Melissa Pastrana', 'Chris Rock', 'Martin Scorsese']",['Morgan Spurlock'],"['Fulwell 73', 'Syco Entertainment', 'TriStar Pictures']","['Documentary', 'Music']","['concert footage', '3 dimensional', 'englishman abroad', 'reference to keith richards', 'reference to the doors']","['English', 'Portuguese']","['United States', 'United Kingdom']",2014-01-31,92,68567841,4.4,24000,['PG'],2014,1,31,2.0,0,2349,0,0,3,266,0,0,7,1,0,2
The Dream Team,97235,15000000,"['Michael Keaton', 'Christopher Lloyd', 'Peter Boyle', 'Stephen Furst', 'Dennis Boutsikaris', 'Lorraine Bracco', ""Milo O'Shea"", 'Philip Bosco', 'James Remar', 'Jack Gilpin', 'MacIntyre Dixon', 'Michael Lembeck', 'Bill Goffi', 'Jack Duffy', 'Brad Sullivan', 'Larry Pine', 'Harold Surratt', 'Kenneth Raybourne']","['David Loucka', 'Jon Connolly', 'Howard Zieff']","['Universal Pictures', 'Imagine Entertainment']","['Comedy', 'Crime', 'Thriller']","['mental patient', 'murder', 'mental institution', 'mental illness', 'farce']",['English'],['United States'],1989-04-07,113,28890240,6.5,15000,['PG-13'],1989,4,7,9.666666666666666,0,10031,0,0,2,589,1,0,4,1,64,4
Point Break,2058673,105000000,"['Edgar Ramírez', 'Luke Bracey', 'Ray Winstone', 'Teresa Palmer', 'Matias Varela', 'Clemens Schick', 'Tobias Santelmann', 'Max Thieriot', 'Delroy Lindo', 'Nikolai Kinski', 'Glynis Barber', 'Steve Toussaint', 'James Le Gros', 'Bojesse Christopher', 'Ronak Patani', 'Eddie Santiago Jordan', 'Patrick Dewayne', 'Seumas F. Sargent']","['Ericson Core', 'W. Peter Iliff', 'Kurt Wimmer', 'Rick King']","['Alcon Entertainment', 'DMG Entertainment', 'Studio Babelsberg']","['Action', 'Adventure', 'Crime', 'Sport', 'Thriller']","['criminal', 'bikini', 'time bomb', 'aerial camera shot', 'movie flop']","['English', 'French', 'Spanish']","['China', 'Germany', 'United States', 'Austria', 'Italy', 'Canada', 'Mexico']",2015-12-24,114,133718711,5.3,61000,['PG-13'],2015,12,24,12.4,1,12467,0,0,3,924,2,0,10,4,108,4
